,Furnishing_status,OperatingTime,SecurityDeposit,Premium,Area,BHK,Owner,ResidencyType
1257,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1258,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1259,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1260,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1261,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1262,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1263,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1264,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1265,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1266,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1267,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1268,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1269,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1270,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1271,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1272,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1273,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1274,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1275,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1276,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1277,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1278,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1279,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1280,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1281,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1282,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1283,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1284,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1285,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1286,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1287,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1288,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1289,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1290,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1291,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1292,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1293,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1294,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1295,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1296,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1297,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1298,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1299,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1300,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1301,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1302,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1303,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1304,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1305,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1306,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1307,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1308,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1309,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1310,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1311,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1312,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1313,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1314,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1315,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1316,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1317,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1318,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1319,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1320,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1321,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1322,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1323,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1324,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1325,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1326,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1327,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1328,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1329,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1330,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1331,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1332,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1333,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1334,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1335,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1336,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1337,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1338,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1339,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1340,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1341,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1342,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1343,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1344,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1345,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1346,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1347,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1348,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1349,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1350,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1351,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1352,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1353,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1354,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1355,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1356,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1357,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1358,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1359,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1360,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1361,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1362,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1363,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1364,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1365,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1366,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1367,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1368,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1369,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1370,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1371,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1372,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1373,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1374,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1375,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1376,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1377,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1378,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1379,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1380,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1381,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1382,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1383,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1384,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1385,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1386,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1387,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1388,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1389,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1390,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1391,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1392,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1393,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1394,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1395,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1396,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1397,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1398,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1399,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1400,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1401,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1402,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1403,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1404,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1405,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1406,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1407,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1408,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1409,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
